,0,1,2,3,4,5,6,7,8,9,10,11
18576,Montenegro,2001,male,15-24 years,0,50621,0.0,Montenegro2001,,"1,159,869,246",2004,Millenials
18577,Latvia,2001,male,25-34 years,85,160466,52.97,Latvia2001,,"8,350,252,966",3724,Generation X
18578,Kazakhstan,2007,female,15-24 years,203,1498711,13.54,Kazakhstan2007,,"104,849,886,826",7423,Millenials
18579,Australia,2000,female,75+ years,33,652895,5.05,Australia2000,0.898,"415,034,227,218",23219,G.I. Generation
18580,Mauritius,1985,male,75+ years,0,4400,0.0,Mauritius1985,0.575,"1,080,642,033",1223,G.I. Generation
18581,Antigua and Barbuda,2015,male,75+ years,0,1087,0.0,Antigua and Barbuda2015,,"1,364,863,037",14853,Silent
18582,Guatemala,1987,female,25-34 years,16,567102,2.82,Guatemala1987,,"7,084,399,840",997,Boomers
18583,Belgium,1995,male,35-54 years,593,1390200,42.66,Belgium1995,0.851,"289,567,323,481",30394,Boomers
18584,Germany,2001,female,25-34 years,221,5552605,3.98,Germany2001,,"1,950,648,769,575",24874,Generation X
18585,Kazakhstan,2000,male,55-74 years,586,698665,83.87,Kazakhstan2000,0.679,"18,291,990,619",1328,Silent
18586,Bahamas,2008,female,25-34 years,0,27705,0.0,Bahamas2008,,"10,526,000,000",32746,Generation X
18587,Austria,1995,male,25-34 years,237,707468,33.5,Austria1995,0.815,"241,038,283,063",32237,Generation X
18588,Costa Rica,1997,female,15-24 years,14,322577,4.34,Costa Rica1997,,"12,552,071,367",3827,Generation X
18589,Malta,2006,male,15-24 years,3,29634,10.12,Malta2006,,"6,757,119,558",17504,Millenials
18590,Malta,1993,female,25-34 years,1,26000,3.85,Malta1993,,"2,709,178,327",8022,Boomers
18591,Spain,1989,female,25-34 years,77,2936900,2.62,Spain1989,,"413,630,538,018",11258,Boomers
18592,Finland,1998,male,15-24 years,98,332503,29.47,Finland1998,,"133,936,359,591",27646,Generation X
18593,Portugal,2000,male,25-34 years,40,776214,5.15,Portugal2000,0.782,"118,358,489,958",12152,Generation X
18594,Ecuador,2004,female,5-14 years,30,1451359,2.07,Ecuador2004,,"36,591,661,000",3051,Millenials
18595,Australia,1998,female,55-74 years,90,1486036,6.06,Australia1998,,"398,899,138,574",22897,Silent
18596,Seychelles,1987,male,25-34 years,1,5800,17.24,Seychelles1987,,"249,267,040",4276,Boomers
18597,Luxembourg,2002,female,55-74 years,8,41566,19.25,Luxembourg2002,,"23,616,328,816",56484,Silent
18598,Belgium,1990,male,35-54 years,422,1285200,32.84,Belgium1990,0.8059999999999999,"206,430,841,502",22032,Silent
18599,Nicaragua,2013,male,15-24 years,85,615015,13.82,Nicaragua2013,0.628,"10,982,972,256",2062,Millenials
18600,Mauritius,1994,female,55-74 years,0,56700,0.0,Mauritius1994,,"3,558,137,040",3658,Silent
18601,Malta,1999,female,75+ years,1,10900,9.17,Malta1999,,"4,127,313,818",11607,G.I. Generation
18602,Bahamas,1997,male,75+ years,0,1847,0.0,Bahamas1997,,"6,332,360,000",24740,G.I. Generation
18603,Israel,2010,female,75+ years,9,213458,4.22,Israel2010,0.883,"233,609,522,091",34104,Silent
18604,Cuba,2010,female,55-74 years,142,1005594,14.12,Cuba2010,0.778,"64,328,000,000",5997,Silent
18605,Albania,1989,female,75+ years,0,37000,0.0,Albania1989,,"2,335,124,988",833,G.I. Generation
18606,Ecuador,2002,male,15-24 years,132,1279199,10.32,Ecuador2002,,"28,548,945,000",2472,Millenials
18607,Saint Lucia,1994,male,5-14 years,0,16577,0.0,Saint Lucia1994,,"600,005,564",4704,Millenials
18608,Armenia,2001,male,25-34 years,2,284346,0.7,Armenia2001,,"2,118,467,913",587,Generation X
18609,Thailand,1997,male,25-34 years,1018,5434836,18.73,Thailand1997,,"150,180,268,649",2689,Generation X
18610,Luxembourg,1992,female,55-74 years,10,40100,24.94,Luxembourg1992,,"16,065,740,778",43740,Silent
18611,Singapore,2008,male,35-54 years,93,615400,15.11,Singapore2008,,"192,225,881,688",55735,Boomers
18612,Uruguay,1994,male,35-54 years,89,351348,25.33,Uruguay1994,,"17,474,647,792",5984,Boomers
18613,Malta,2013,male,75+ years,1,11751,8.51,Malta2013,0.8370000000000001,"10,145,114,180",25191,Silent
18614,Mauritius,1994,male,25-34 years,41,102600,39.96,Mauritius1994,,"3,558,137,040",3658,Boomers
18615,Saint Kitts and Nevis,1991,male,75+ years,0,500,0.0,Saint Kitts and Nevis1991,,"209,880,963",5368,G.I. Generation
18616,Montenegro,2009,male,15-24 years,3,48709,6.16,Montenegro2009,,"4,159,330,370",7023,Millenials
18617,Austria,1994,male,55-74 years,331,646545,51.2,Austria1994,,"203,535,242,742",27274,Silent
18618,Belgium,2007,female,15-24 years,22,635389,3.46,Belgium2007,,"471,821,105,940",47040,Millenials
18619,Singapore,1994,male,55-74 years,37,157700,23.46,Singapore1994,,"73,777,792,327",27202,Silent
18620,United States,1994,male,15-24 years,4302,18347400,23.45,United States1994,,"7,308,755,000,000",30375,Generation X
18621,Austria,1991,male,35-54 years,402,1008702,39.85,Austria1991,,"173,794,177,725",23808,Boomers
18622,Brazil,2007,female,35-54 years,723,24591528,2.94,Brazil2007,,"1,397,084,345,950",7970,Boomers
18623,France,2008,female,55-74 years,843,6570343,12.83,France2008,,"2,918,382,891,460",49901,Silent
18624,Saint Lucia,2012,female,75+ years,0,4017,0.0,Saint Lucia2012,0.73,"1,436,803,333",8764,Silent
18625,Iceland,1986,male,75+ years,1,4400,22.73,Iceland1986,,"3,930,518,366",17681,G.I. Generation
18626,Republic of Korea,1986,male,35-54 years,827,4507500,18.35,Republic of Korea1986,,"115,537,126,326",3078,Silent
18627,Puerto Rico,2006,female,75+ years,1,122755,0.81,Puerto Rico2006,,"87,276,164,400",24943,Silent
18628,Slovakia,2012,male,55-74 years,144,507498,28.37,Slovakia2012,0.836,"93,413,992,956",18256,Boomers
18629,Japan,2002,female,75+ years,1664,6387000,26.05,Japan2002,,"4,115,116,279,070",34239,Silent
18630,Iceland,2009,female,55-74 years,1,26010,3.84,Iceland2009,,"12,944,114,736",43700,Silent
18631,Costa Rica,2000,female,5-14 years,1,397794,0.25,Costa Rica2000,0.7040000000000001,"14,949,514,585",4233,Millenials
18632,Slovakia,2008,female,25-34 years,5,453122,1.1,Slovakia2008,,"100,324,627,215",19530,Generation X
18633,Montenegro,2004,female,25-34 years,0,44333,0.0,Montenegro2004,,"2,073,234,418",3565,Generation X
18634,Thailand,2012,female,35-54 years,394,10521850,3.74,Thailand2012,0.7240000000000001,"397,558,094,270",6584,Generation X
18635,Guatemala,1996,male,35-54 years,35,711024,4.92,Guatemala1996,,"15,674,835,615",1775,Boomers
18636,Fiji,2011,female,55-74 years,2,48171,4.15,Fiji2011,0.72,"3,774,530,616",4862,Boomers
18637,Belarus,1997,female,15-24 years,50,744100,6.72,Belarus1997,,"14,128,408,566",1458,Generation X
18638,United States,1997,female,55-74 years,1095,21652100,5.06,United States1997,,"8,608,515,000,000",34644,Silent
18639,Latvia,1999,female,15-24 years,13,167800,7.75,Latvia1999,,"7,533,187,605",3228,Generation X
18640,Antigua and Barbuda,1991,male,35-54 years,0,6122,0.0,Antigua and Barbuda1991,,"481,706,333",7976,Boomers
18641,Jamaica,2011,male,25-34 years,7,206750,3.39,Jamaica2011,0.727,"14,439,910,353",5552,Millenials
18642,El Salvador,2005,male,35-54 years,88,530976,16.57,El Salvador2005,0.638,"14,698,001,400",2733,Boomers
18643,Russian Federation,1994,male,75+ years,1412,1281400,110.19,Russian Federation1994,,"395,077,301,248",2853,G.I. Generation
18644,Ecuador,2001,male,15-24 years,130,1259528,10.32,Ecuador2001,,"24,468,324,000",2160,Millenials
18645,Singapore,1998,male,55-74 years,45,180700,24.9,Singapore1998,,"85,707,636,233",29150,Silent
18646,Armenia,2011,male,75+ years,2,55565,3.6,Armenia2011,0.723,"10,142,111,334",3798,Silent
18647,Sweden,2016,female,35-54 years,119,1257582,9.46,Sweden2016,,"514,459,972,806",55594,Generation X
18648,Sweden,2010,male,35-54 years,280,1273933,21.98,Sweden2010,0.9009999999999999,"488,377,689,565",55352,Generation X
18649,Hungary,1998,female,75+ years,185,384001,48.18,Hungary1998,,"48,770,466,839",5010,G.I. Generation
18650,Chile,1989,female,25-34 years,23,1117000,2.06,Chile1989,,"29,885,685,143",2599,Boomers
18651,Barbados,2001,female,35-54 years,0,41070,0.0,Barbados2001,,"3,116,650,000",12348,Boomers
18652,Russian Federation,2015,female,35-54 years,1391,21387236,6.5,Russian Federation2015,,"1,368,400,705,491",9987,Generation X
18653,Maldives,2007,male,5-14 years,0,33952,0.0,Maldives2007,,"1,868,383,461",6115,Generation Z
18654,Ukraine,2000,male,35-54 years,5076,6605200,76.85,Ukraine2000,0.6679999999999999,"31,261,527,363",663,Boomers
18655,Spain,1987,female,5-14 years,2,2977400,0.07,Spain1987,,"317,882,187,037",8727,Generation X
18656,Philippines,2008,female,5-14 years,22,10167105,0.22,Philippines2008,,"174,195,136,253",2188,Generation Z
18657,Germany,2004,male,55-74 years,2413,8860469,27.23,Germany2004,,"2,819,245,095,605",35772,Silent
18658,Uruguay,1993,male,15-24 years,45,262318,17.15,Uruguay1993,,"15,002,106,518",5180,Generation X
18659,Japan,1986,female,5-14 years,53,8777000,0.6,Japan1986,,"2,078,953,333,674",18288,Generation X
18660,Argentina,1986,male,25-34 years,209,2246900,9.3,Argentina1986,,"110,934,442,763",4072,Boomers
18661,Turkmenistan,2008,male,5-14 years,6,494360,1.21,Turkmenistan2008,,"19,271,523,179",4368,Generation Z
18662,Netherlands,2009,female,25-34 years,48,996321,4.82,Netherlands2009,,"857,932,759,100",54988,Generation X
18663,Saint Lucia,1997,female,5-14 years,0,17456,0.0,Saint Lucia1997,,"676,949,594",5053,Millenials
18664,Cyprus,2012,male,75+ years,0,20320,0.0,Cyprus2012,0.852,"25,041,372,222",30752,Silent
18665,Paraguay,2011,female,75+ years,0,71811,0.0,Paraguay2011,0.6709999999999999,"25,099,681,461",4474,Silent
18666,Austria,1994,female,75+ years,93,335528,27.72,Austria1994,,"203,535,242,742",27274,G.I. Generation
18667,Antigua and Barbuda,2002,male,25-34 years,0,6921,0.0,Antigua and Barbuda2002,,"814,615,333",10499,Generation X
18668,Grenada,2004,female,55-74 years,0,5067,0.0,Grenada2004,,"599,118,593",6428,Silent
18669,Sweden,2014,female,5-14 years,4,526361,0.76,Sweden2014,0.907,"573,817,719,109",62956,Generation Z
18670,Denmark,1998,male,25-34 years,84,414200,20.28,Denmark1998,,"176,992,000,955",35710,Generation X
18671,Netherlands,1999,male,25-34 years,193,1281700,15.06,Netherlands1999,,"441,975,282,335",29799,Generation X
18672,Uzbekistan,2010,male,15-24 years,246,3208299,7.67,Uzbekistan2010,0.655,"39,332,770,929",1533,Millenials
18673,Belgium,1992,male,5-14 years,5,619100,0.81,Belgium1992,,"236,038,384,442",25036,Millenials
18674,Kyrgyzstan,2013,female,35-54 years,18,655531,2.75,Kyrgyzstan2013,0.652,"7,335,027,592",1463,Generation X
18675,Malta,2006,female,5-14 years,0,23826,0.0,Malta2006,,"6,757,119,558",17504,Millenials
18676,Grenada,2001,male,35-54 years,0,9382,0.0,Grenada2001,,"520,444,185",5693,Boomers
18677,Germany,1998,male,15-24 years,589,4635800,12.71,Germany1998,,"2,243,225,519,618",28733,Generation X
18678,Bulgaria,2003,female,55-74 years,108,966825,11.17,Bulgaria2003,,"20,982,685,981",2800,Silent
18679,Japan,2013,male,75+ years,2362,5964000,39.6,Japan2013,0.89,"5,155,717,056,271",42781,Silent
18680,Grenada,2010,female,15-24 years,0,11637,0.0,Grenada2010,0.737,"771,015,889",8118,Millenials
18681,Kyrgyzstan,2011,female,75+ years,5,65298,7.66,Kyrgyzstan2011,0.639,"6,197,766,119",1273,Silent
18682,Slovakia,1998,female,55-74 years,30,482800,6.21,Slovakia1998,,"29,828,899,206",5871,Silent
18683,El Salvador,2012,female,55-74 years,4,389103,1.03,El Salvador2012,0.662,"21,386,153,000",3806,Boomers
18684,Mexico,2013,male,55-74 years,565,5999782,9.42,Mexico2013,0.755,"1,274,443,078,609",11478,Boomers
18685,Suriname,1992,male,75+ years,0,2994,0.0,Suriname1992,,"404,600,000",1093,G.I. Generation
18686,United Kingdom,2009,male,75+ years,195,1911370,10.2,United Kingdom2009,,"2,382,825,985,356",41074,Silent
18687,Poland,1992,male,55-74 years,1030,2752600,37.42,Poland1992,,"94,337,050,693",2650,Silent
18688,Suriname,2001,female,75+ years,0,4854,0.0,Suriname2001,,"763,465,550",1798,Silent
18689,Grenada,1991,female,55-74 years,0,5600,0.0,Grenada1991,,"300,757,889",3650,Silent
18690,Saint Vincent and Grenadines,1986,male,5-14 years,0,13000,0.0,Saint Vincent and Grenadines1986,,"160,846,667",1771,Generation X
18691,Paraguay,2010,female,5-14 years,3,665063,0.45,Paraguay2010,0.6679999999999999,"20,030,528,043",3619,Generation Z
18692,Bulgaria,1994,female,55-74 years,160,1013800,15.78,Bulgaria1994,,"9,697,416,974",1213,Silent
18693,Colombia,2000,male,5-14 years,37,4378953,0.84,Colombia2000,0.654,"99,886,577,331",2755,Millenials
18694,Slovakia,2009,female,55-74 years,22,569666,3.86,Slovakia2009,,"88,945,625,174",17299,Silent
18695,Norway,1997,male,25-34 years,57,347800,16.39,Norway1997,,"161,354,369,893",39335,Generation X
18696,Iceland,2011,female,5-14 years,0,21068,0.0,Iceland2011,0.8959999999999999,"14,732,689,535",49861,Generation Z
18697,Japan,2003,male,55-74 years,8409,14889000,56.48,Japan2003,,"4,445,658,071,222",36926,Silent
18698,Israel,2006,male,25-34 years,51,535920,9.52,Israel2006,,"153,966,916,311",24306,Generation X
18699,Georgia,1991,female,25-34 years,4,447700,0.89,Georgia1991,,"6,357,615,894",1267,Boomers
18700,United Kingdom,1993,female,5-14 years,2,3608700,0.06,United Kingdom1993,,"1,061,388,722,256",19553,Millenials
18701,Guyana,1998,male,5-14 years,0,85543,0.0,Guyana1998,,"717,530,683",1092,Millenials
18702,Cyprus,2006,female,15-24 years,0,58243,0.0,Cyprus2006,,"20,403,713,461",28600,Millenials
18703,Canada,2007,male,55-74 years,539,3006062,17.93,Canada2007,,"1,464,977,190,206",46890,Silent
18704,Trinidad and Tobago,2009,male,35-54 years,38,180029,21.11,Trinidad and Tobago2009,,"19,175,196,446",15652,Boomers
18705,Cuba,1996,female,25-34 years,121,1105100,10.95,Cuba1996,,"25,017,300,000",2443,Generation X
18706,Greece,2009,male,35-54 years,130,1670385,7.78,Greece2009,,"330,000,252,153",30785,Boomers
18707,Romania,1996,female,35-54 years,177,2926100,6.05,Romania1996,,"37,182,938,696",1738,Boomers
18708,Republic of Korea,2015,male,35-54 years,3678,8593620,42.8,Republic of Korea2015,,"1,382,764,027,114",28410,Generation X
18709,Brazil,1994,female,35-54 years,369,16774482,2.2,Brazil1994,,"558,111,997,497",3925,Boomers
18710,Ecuador,1995,male,5-14 years,6,1369259,0.44,Ecuador1995,0.665,"24,432,884,442",2453,Millenials
18711,Czech Republic,2004,male,25-34 years,193,862649,22.37,Czech Republic2004,,"119,162,172,468",12226,Generation X
18712,Puerto Rico,2014,male,35-54 years,56,460685,12.16,Puerto Rico2014,,"102,445,800,000",29515,Generation X
18713,Republic of Korea,2010,male,55-74 years,3298,3986626,82.73,Republic of Korea2010,,"1,094,499,338,703",22994,Silent
18714,Slovakia,2004,female,15-24 years,7,429591,1.63,Slovakia2004,,"57,240,535,138",11177,Millenials
18715,Guyana,1997,male,15-24 years,9,73872,12.18,Guyana1997,,"749,138,010",1139,Generation X
18716,Chile,2000,male,75+ years,66,162328,40.66,Chile2000,0.752,"77,860,932,152",5584,G.I. Generation
18717,Barbados,2008,male,75+ years,0,5958,0.0,Barbados2008,,"4,607,300,000",17760,Silent
18718,Australia,1992,male,55-74 years,325,1299600,25.01,Australia1992,,"324,878,105,053",20050,Silent
18719,Austria,1985,male,35-54 years,515,940526,54.76,Austria1985,0.764,"69,386,774,475",9759,Silent
18720,Bahamas,1996,male,25-34 years,0,25040,0.0,Bahamas1996,,"3,609,000,000",14297,Generation X
18721,Kyrgyzstan,2014,male,35-54 years,145,627231,23.12,Kyrgyzstan2014,0.655,"7,468,096,567",1465,Generation X
18722,Norway,1993,male,5-14 years,5,271000,1.85,Norway1993,,"120,579,072,751",30066,Millenials
18723,Singapore,1995,male,75+ years,32,28200,113.48,Singapore1995,0.773,"87,890,009,877",31783,G.I. Generation
18724,El Salvador,2011,female,75+ years,3,100865,2.97,El Salvador2011,0.6579999999999999,"20,283,783,700",3631,Silent
18725,Poland,2015,female,25-34 years,71,2931931,2.42,Poland2015,,"477,355,617,456",13228,Millenials
18726,Uruguay,2007,female,75+ years,14,140384,9.97,Uruguay2007,,"23,410,572,634",7581,Silent
18727,Puerto Rico,2014,female,5-14 years,0,235029,0.0,Puerto Rico2014,,"102,445,800,000",29515,Generation Z
18728,Kyrgyzstan,1997,female,75+ years,7,52200,13.41,Kyrgyzstan1997,,"1,767,864,036",435,G.I. Generation
18729,Italy,2003,female,75+ years,200,3206881,6.24,Italy2003,,"1,569,649,661,400",28572,Silent
18730,Seychelles,2012,male,75+ years,0,972,0.0,Seychelles2012,0.7609999999999999,"1,059,498,884",13044,Silent
18731,Slovakia,1993,female,15-24 years,11,403487,2.73,Slovakia1993,,"16,452,201,101",3334,Generation X
18732,Paraguay,2009,male,75+ years,7,53377,13.11,Paraguay2009,,"15,929,902,138",2920,Silent
18733,Bulgaria,2012,female,15-24 years,14,394971,3.54,Bulgaria2012,0.778,"53,903,022,339",7745,Millenials
18734,Colombia,1986,female,35-54 years,26,2454600,1.06,Colombia1986,,"34,942,489,684",1366,Silent
18735,Japan,1992,female,25-34 years,633,7810000,8.1,Japan1992,,"3,908,809,463,464",33320,Boomers
18736,Switzerland,2015,female,55-74 years,82,922222,8.89,Switzerland2015,,"679,289,166,858",86068,Boomers
18737,El Salvador,1993,male,55-74 years,23,202600,11.35,El Salvador1993,,"6,680,269,200",1423,Silent
18738,Brazil,2011,female,75+ years,71,3110432,2.28,Brazil2011,0.742,"2,616,201,578,192",14245,Silent
18739,Cuba,1993,female,35-54 years,254,1289600,19.7,Cuba1993,,"22,367,254,865",2236,Boomers
18740,Switzerland,2008,male,55-74 years,251,765611,32.78,Switzerland2008,,"554,363,487,120",76202,Silent
18741,United Kingdom,1985,female,15-24 years,86,4549121,1.89,United Kingdom1985,0.753,"489,285,164,271",9231,Generation X
18742,Singapore,2003,male,25-34 years,38,263800,14.4,Singapore2003,,"97,001,377,569",30067,Generation X
18743,Finland,2011,male,15-24 years,89,337265,26.39,Finland2011,0.8809999999999999,"273,674,236,773",53809,Millenials
18744,United Arab Emirates,2008,male,5-14 years,0,314457,0.0,United Arab Emirates2008,,"315,474,615,739",48457,Generation Z
18745,Belgium,2013,female,35-54 years,215,1546111,13.91,Belgium2013,0.888,"520,925,468,953",49489,Generation X
18746,Poland,2006,male,75+ years,246,714857,34.41,Poland2006,,"344,748,646,558",9485,Silent
18747,France,2004,male,15-24 years,486,3997101,12.16,France2004,,"2,115,742,488,205",37240,Millenials
18748,Austria,2006,male,75+ years,171,218168,78.38,Austria2006,,"335,998,557,270",42698,Silent
18749,Trinidad and Tobago,2003,male,35-54 years,36,172208,20.9,Trinidad and Tobago2003,,"11,305,459,802",9465,Boomers
18750,Netherlands,2011,male,15-24 years,85,1039605,8.18,Netherlands2011,0.919,"893,757,287,202",56667,Millenials
18751,Italy,1995,female,5-14 years,1,2778756,0.04,Italy1995,0.799,"1,170,787,352,906",21625,Millenials
18752,Panama,2006,female,35-54 years,1,394079,0.25,Panama2006,,"18,141,666,300",5972,Boomers
18753,Saint Kitts and Nevis,1990,male,5-14 years,0,6000,0.0,Saint Kitts and Nevis1990,,"208,740,444",5339,Generation X
18754,Grenada,1994,male,15-24 years,0,9469,0.0,Grenada1994,,"325,111,815",3735,Generation X
18755,Russian Federation,2011,male,25-34 years,6011,11598196,51.83,Russian Federation2011,,"2,051,661,732,060",15226,Millenials
18756,Antigua and Barbuda,1985,male,5-14 years,0,7304,0.0,Antigua and Barbuda1985,,"240,923,926",3850,Generation X
18757,Japan,1991,male,25-34 years,1419,7830000,18.12,Japan1991,,"3,584,420,077,101",30688,Boomers
18758,Japan,1989,female,15-24 years,479,9119000,5.25,Japan1989,,"3,054,914,166,263",26389,Generation X
18759,Grenada,2003,female,15-24 years,0,11417,0.0,Grenada2003,,"591,018,407",6385,Millenials
18760,Ireland,2003,male,55-74 years,57,304682,18.71,Ireland2003,,"164,285,112,867",44473,Silent
18761,Portugal,2003,male,25-34 years,103,805301,12.79,Portugal2003,,"164,964,195,260",16671,Generation X
18762,Kyrgyzstan,2014,male,5-14 years,16,550704,2.91,Kyrgyzstan2014,0.655,"7,468,096,567",1465,Generation Z
18763,Bahamas,2011,male,5-14 years,0,27054,0.0,Bahamas2011,0.778,"10,070,450,000",29761,Generation Z
18764,Fiji,2009,male,5-14 years,0,83083,0.0,Fiji2009,,"2,870,624,636",3765,Generation Z
18765,Luxembourg,1990,female,55-74 years,5,39200,12.76,Luxembourg1990,0.779,"13,229,247,948",36871,G.I. Generation
18766,Australia,1997,male,35-54 years,717,2632245,27.24,Australia1997,,"434,568,007,513",25234,Boomers
18767,Denmark,2003,female,35-54 years,43,763110,5.63,Denmark2003,,"218,095,997,085",43129,Boomers
18768,Italy,1987,female,5-14 years,4,3633300,0.11,Italy1987,,"803,055,418,883",14756,Generation X
18769,Slovakia,1992,male,35-54 years,299,681903,43.85,Slovakia1992,,"15,431,288,006",3143,Boomers
18770,Cuba,2000,female,5-14 years,3,818774,0.37,Cuba2000,0.685,"30,565,400,000",2940,Millenials
18771,Argentina,2012,male,55-74 years,451,2839783,15.88,Argentina2012,0.831,"545,982,375,701",14203,Boomers
18772,Suriname,2001,female,5-14 years,0,48886,0.0,Suriname2001,,"763,465,550",1798,Millenials
18773,Colombia,2005,male,55-74 years,219,1842503,11.89,Colombia2005,0.679,"146,566,264,837",3742,Silent
18774,Uzbekistan,2001,female,5-14 years,18,3159562,0.57,Uzbekistan2001,,"11,401,351,420",513,Millenials
18775,Trinidad and Tobago,1993,female,35-54 years,6,126300,4.75,Trinidad and Tobago1993,,"4,669,488,516",4066,Boomers
18776,Belize,1986,male,25-34 years,1,12100,8.26,Belize1986,,"227,850,000",1552,Boomers
18777,Uzbekistan,1995,female,35-54 years,77,1856300,4.15,Uzbekistan1995,,"13,350,468,917",681,Boomers
18778,Uzbekistan,1994,male,35-54 years,374,1737700,21.52,Uzbekistan1994,,"12,899,156,991",674,Boomers
18779,Trinidad and Tobago,2001,male,15-24 years,29,131221,22.1,Trinidad and Tobago2001,,"8,824,873,259",7458,Millenials
18780,Ecuador,1987,female,75+ years,1,65600,1.52,Ecuador1987,,"13,945,431,882",1669,G.I. Generation
18781,Slovenia,2014,female,5-14 years,0,93603,0.0,Slovenia2014,0.88,"49,904,928,335",25569,Generation Z
18782,United Kingdom,2011,female,75+ years,70,2973876,2.35,United Kingdom2011,0.9009999999999999,"2,619,700,404,733",44491,Silent
18783,Romania,2006,male,55-74 years,643,1905129,33.75,Romania2006,,"123,533,036,668",6018,Silent
18784,Costa Rica,1989,male,5-14 years,2,349000,0.57,Costa Rica1989,,"6,866,402,028",2686,Generation X
18785,Israel,1992,male,25-34 years,42,365400,11.49,Israel1992,,"75,575,902,932",16469,Boomers
18786,Iceland,2004,male,55-74 years,4,22162,18.05,Iceland2004,,"13,722,824,251",50528,Silent
18787,Guatemala,2004,female,25-34 years,12,927173,1.29,Guatemala2004,,"23,965,275,996",2215,Generation X
18788,Republic of Korea,2000,female,25-34 years,353,4386309,8.05,Republic of Korea2000,,"561,633,125,840",12686,Generation X
18789,Ukraine,1989,female,55-74 years,923,5897500,15.65,Ukraine1989,,"82,709,161,099",1732,G.I. Generation
18790,Saint Vincent and Grenadines,1985,male,5-14 years,0,12800,0.0,Saint Vincent and Grenadines1985,,"145,641,704",1622,Generation X
18791,Ireland,1994,male,5-14 years,2,328300,0.61,Ireland1994,,"57,166,037,102",17188,Millenials
18792,Aruba,2007,female,5-14 years,0,7391,0.0,Aruba2007,,"2,623,726,257",27672,Generation Z
18793,Latvia,1996,female,35-54 years,72,345200,20.86,Latvia1996,,"5,970,044,666",2526,Boomers
18794,Israel,2000,male,25-34 years,66,459153,14.37,Israel2000,0.85,"132,339,311,284",23451,Generation X
18795,Chile,1985,female,75+ years,3,141200,2.12,Chile1985,0.654,"17,702,885,394",1658,G.I. Generation
18796,Kyrgyzstan,1992,female,25-34 years,19,355300,5.35,Kyrgyzstan1992,,"2,316,562,500",603,Boomers
18797,Czech Republic,2000,female,15-24 years,25,763848,3.27,Czech Republic2000,0.821,"61,649,492,817",6278,Generation X
18798,Grenada,2012,female,55-74 years,0,5587,0.0,Grenada2012,0.74,"799,882,148",8382,Boomers
18799,Russian Federation,2014,male,15-24 years,2311,8908926,25.94,Russian Federation2014,,"2,063,662,665,172",15319,Millenials
18800,Cyprus,2010,male,35-54 years,9,107241,8.39,Cyprus2010,0.848,"25,562,251,656",32477,Generation X
18801,Saint Lucia,2009,male,55-74 years,2,9605,20.82,Saint Lucia2009,,"1,262,973,407",7902,Silent
18802,Spain,2006,female,75+ years,144,2199499,6.55,Spain2006,,"1,264,551,499,185",30246,Silent
18803,Uruguay,2002,female,25-34 years,14,239064,5.86,Uruguay2002,,"13,606,494,599",4439,Generation X
18804,Lithuania,2009,male,25-34 years,116,205749,56.38,Lithuania2009,,"37,440,673,478",12412,Generation X
18805,Suriname,2000,female,25-34 years,6,38906,15.42,Suriname2000,,"892,164,394",2129,Generation X
18806,Saint Lucia,1997,male,35-54 years,3,13783,21.77,Saint Lucia1997,,"676,949,594",5053,Boomers
18807,Barbados,1991,male,5-14 years,0,22000,0.0,Barbados1991,,"2,007,109,829",8469,Millenials
18808,Slovenia,2004,female,5-14 years,2,97051,2.06,Slovenia2004,,"34,470,227,454",18067,Millenials
18809,Costa Rica,1988,male,55-74 years,14,100400,13.94,Costa Rica1988,,"6,063,759,371",2460,G.I. Generation
18810,Philippines,2003,female,25-34 years,90,6181789,1.46,Philippines2003,,"83,908,206,648",1169,Generation X
18811,Israel,1995,male,25-34 years,38,393300,9.66,Israel1995,0.8170000000000001,"100,343,219,507",20159,Generation X
18812,Uruguay,2012,male,5-14 years,2,257123,0.78,Uruguay2012,0.7879999999999999,"51,264,390,116",16264,Generation Z
18813,Georgia,2015,male,35-54 years,46,480200,9.58,Georgia2015,,"13,993,546,732",4046,Generation X
18814,Maldives,2008,male,75+ years,0,2639,0.0,Maldives2008,,"2,271,646,188",7236,Silent
18815,Grenada,1985,male,5-14 years,0,11950,0.0,Grenada1985,,"167,728,444",1965,Generation X
18816,Antigua and Barbuda,1994,female,35-54 years,0,7357,0.0,Antigua and Barbuda1994,,"589,429,593",9062,Boomers
18817,Iceland,2006,male,25-34 years,2,23135,8.64,Iceland2006,,"17,048,647,568",60243,Generation X
18818,Philippines,2002,female,35-54 years,74,7977125,0.93,Philippines2002,,"81,357,605,642",1158,Boomers
18819,Ecuador,2009,male,35-54 years,180,1600987,11.24,Ecuador2009,,"62,519,686,000",4762,Boomers
18820,Turkmenistan,2011,female,15-24 years,20,546522,3.66,Turkmenistan2011,0.6709999999999999,"29,233,333,333",6319,Millenials
18821,Colombia,1987,female,55-74 years,10,1210423,0.83,Colombia1987,,"36,373,307,085",1299,G.I. Generation
18822,Malta,1991,female,5-14 years,0,27300,0.0,Malta1991,,"2,750,041,434",8313,Millenials
18823,Israel,1990,male,75+ years,29,80000,36.25,Israel1990,0.785,"58,986,997,917",14193,G.I. Generation
18824,United States,2001,male,35-54 years,9684,41638996,23.26,United States2001,,"10,621,824,000,000",40018,Boomers
